Price,Close,High,Low,Open,Volume
Ticker,OSEBX.OL,OSEBX.OL,OSEBX.OL,OSEBX.OL,OSEBX.OL
Date,,,,,
2013-03-05,479.0400085449219,479.2699890136719,472.57000732421875,472.57000732421875,0
2013-03-06,477.0899963378906,480.1300048828125,477.07000732421875,479.0199890136719,0
2013-03-07,475.8800048828125,479.29998779296875,475.8800048828125,477.0899963378906,0
2013-03-08,478.94000244140625,480.6499938964844,475.8500061035156,475.8500061035156,0
2013-03-11,479.3699951171875,479.3699951171875,476.7900085449219,478.9599914550781,0
2013-03-12,480.9200134277344,482.3399963378906,477.9800109863281,479.0899963378906,0
2013-03-13,478.510009765625,481.6199951171875,478.3699951171875,480.9200134277344,0
2013-03-14,482.0799865722656,482.0799865722656,477.989990234375,478.5299987792969,0
2013-03-15,480.45001220703125,483.8299865722656,479.04998779296875,482.0899963378906,0
2013-03-18,479.1000061035156,480.44000244140625,473.7699890136719,480.44000244140625,0
2013-03-19,477.489990234375,480.8500061035156,477.45001220703125,479.1400146484375,0
2013-03-20,475.8800048828125,479.9700012207031,475.1199951171875,477.489990234375,0
2013-03-21,474.1300048828125,478.2799987792969,472.489990234375,475.8800048828125,0
2013-03-22,474.6099853515625,475.7900085449219,472.44000244140625,474.1199951171875,0
2013-03-25,471.3399963378906,477.94000244140625,471.3299865722656,474.6000061035156,0
2013-03-26,472.29998779296875,473.9100036621094,470.4100036621094,471.3599853515625,0
2013-03-27,471.2099914550781,474.19000244140625,470.1000061035156,472.3299865722656,0
2013-04-02,475.0199890136719,476.0199890136719,470.1400146484375,471.2200012207031,0
2013-04-03,476.4100036621094,478.489990234375,473.70001220703125,475.0299987792969,0
2013-04-04,471.0899963378906,476.4200134277344,470.69000244140625,476.3900146484375,0
2013-04-05,463.1000061035156,472.6099853515625,461.8299865722656,471.1199951171875,0
2013-04-08,466.3800048828125,467.3800048828125,463.1499938964844,463.1499938964844,0
2013-04-09,468.0899963378906,470.2099914550781,466.55999755859375,466.6300048828125,0
2013-04-10,472.5199890136719,472.5400085449219,468.1000061035156,468.1000061035156,0
2013-04-11,473.5400085449219,475.79998779296875,472.5199890136719,472.5199890136719,0
2013-04-12,470.25,473.5799865722656,469.6099853515625,473.5799865722656,0
2013-04-15,463.1600036621094,470.8299865722656,462.8500061035156,470.25,0
2013-04-16,462.8599853515625,463.42999267578125,458.5199890136719,463.1300048828125,0
2013-04-17,457.2300109863281,465.6099853515625,457.2300109863281,462.95001220703125,0
2013-04-18,460.7300109863281,462.8900146484375,457.0,457.25,0
2013-04-19,465.989990234375,466.9800109863281,460.760009765625,460.760009765625,0
2013-04-22,465.010009765625,468.0299987792969,464.9100036621094,465.9700012207031,0
2013-04-23,471.3699951171875,471.3699951171875,464.8699951171875,465.2200012207031,0
2013-04-24,474.4599914550781,475.0400085449219,471.1400146484375,471.2799987792969,0
2013-04-25,480.3299865722656,480.3299865722656,473.8299865722656,474.5400085449219,0
2013-04-26,480.67999267578125,480.8999938964844,477.3699951171875,480.32000732421875,0
2013-04-29,477.92999267578125,481.19000244140625,476.510009765625,480.6700134277344,0
2013-04-30,480.1300048828125,480.3500061035156,477.57000732421875,478.0,0
2013-05-02,476.5,480.0199890136719,474.3500061035156,480.0199890136719,0
2013-05-03,483.7099914550781,483.7099914550781,476.5,476.5,0
2013-05-06,485.1099853515625,485.8599853515625,482.8299865722656,483.70001220703125,0
2013-05-07,485.9700012207031,486.6000061035156,483.2900085449219,485.07000732421875,0
2013-05-08,487.8299865722656,489.3399963378906,485.92999267578125,485.9800109863281,0
2013-05-10,488.1600036621094,490.94000244140625,487.5299987792969,487.79998779296875,0
2013-05-13,489.4599914550781,489.8599853515625,487.95001220703125,488.1700134277344,0
2013-05-14,488.8699951171875,491.0199890136719,486.07000732421875,489.510009765625,0
2013-05-15,488.5,489.79998779296875,486.45001220703125,488.9800109863281,0
2013-05-16,489.2699890136719,490.69000244140625,488.25,488.5199890136719,0
2013-05-21,494.3599853515625,494.489990234375,489.2799987792969,489.30999755859375,0
2013-05-22,494.45001220703125,495.510009765625,492.6400146484375,494.4100036621094,0
2013-05-23,486.1199951171875,494.2200012207031,483.4100036621094,494.2200012207031,0
2013-05-24,487.1499938964844,490.2799987792969,486.1400146484375,486.1400146484375,0
2013-05-27,491.260009765625,491.260009765625,487.1499938964844,487.1499938964844,0
2013-05-28,496.2300109863281,496.69000244140625,491.260009765625,491.2699890136719,0
2013-05-29,491.75,496.239990234375,491.6499938964844,496.239990234375,0
2013-05-30,491.9700012207031,494.6000061035156,490.6400146484375,491.5799865722656,0
2013-05-31,491.7099914550781,493.75,488.8900146484375,492.8599853515625,0
2013-06-03,488.510009765625,491.80999755859375,486.510009765625,491.7099914550781,0
2013-06-04,486.57000732421875,491.8500061035156,486.1400146484375,488.7099914550781,0
2013-06-05,482.8900146484375,487.4700012207031,482.8699951171875,486.510009765625,0
2013-06-06,479.70001220703125,484.0400085449219,479.4100036621094,482.8900146484375,0
2013-06-07,480.7799987792969,481.5799865722656,474.04998779296875,479.7300109863281,0
2013-06-10,478.3500061035156,482.7300109863281,477.8999938964844,480.7799987792969,0
2013-06-11,470.010009765625,478.6600036621094,470.0,478.3599853515625,0
2013-06-12,474.0299987792969,476.70001220703125,469.9700012207031,470.0299987792969,0
2013-06-13,472.8599853515625,474.2300109863281,466.6000061035156,474.0199890136719,0
2013-06-14,474.0299987792969,477.989990234375,472.8900146484375,472.8900146484375,0
2013-06-17,478.07000732421875,478.5,473.989990234375,474.1499938964844,0
2013-06-18,481.2099914550781,481.25,476.489990234375,478.07000732421875,0
2013-06-19,477.2300109863281,481.55999755859375,476.5400085449219,481.1499938964844,0
2013-06-20,471.3500061035156,477.1099853515625,470.45001220703125,477.1099853515625,0
2013-06-21,471.2300109863281,474.8800048828125,470.8800048828125,471.3299865722656,0
2013-06-24,457.9800109863281,471.3399963378906,457.9800109863281,470.8999938964844,0
2013-06-25,465.94000244140625,467.8599853515625,457.9700012207031,457.9700012207031,0
2013-06-26,470.7699890136719,472.9100036621094,465.7200012207031,466.010009765625,0
2013-06-27,470.6300048828125,473.75,466.25,470.79998779296875,0
2013-06-28,468.7900085449219,473.9800109863281,467.760009765625,470.9700012207031,0
2013-07-01,473.8900146484375,473.8900146484375,468.0,468.7699890136719,0
2013-07-02,476.8599853515625,476.95001220703125,472.70001220703125,473.8900146484375,0
2013-07-03,470.92999267578125,476.8900146484375,470.6000061035156,476.8900146484375,0
2013-07-04,478.54998779296875,478.54998779296875,471.32000732421875,471.32000732421875,0
2013-07-05,479.07000732421875,482.989990234375,478.4800109863281,478.54998779296875,0
2013-07-12,491.8999938964844,494.0400085449219,491.29998779296875,493.4100036621094,0
2013-07-15,494.260009765625,494.739990234375,491.20001220703125,491.9200134277344,0
2013-07-16,493.55999755859375,494.5299987792969,492.2200012207031,494.30999755859375,0
2013-07-17,495.07000732421875,495.4700012207031,490.6400146484375,493.5799865722656,0
2013-07-18,491.75,495.1099853515625,489.70001220703125,495.04998779296875,0
2013-07-19,496.17999267578125,496.8900146484375,491.69000244140625,491.7799987792969,0
2013-07-22,496.2900085449219,497.2300109863281,495.3999938964844,496.1499938964844,0
2013-07-23,497.6099853515625,498.1400146484375,496.29998779296875,497.3800048828125,0
2013-07-24,498.0299987792969,499.3399963378906,495.6199951171875,497.6099853515625,0
2013-07-25,496.1600036621094,498.9800109863281,494.6000061035156,498.07000732421875,0
2013-07-26,494.2200012207031,497.2900085449219,493.75,496.1600036621094,0
2013-07-29,494.25,495.2200012207031,491.8599853515625,494.2200012207031,0
2013-07-30,493.4599914550781,495.8900146484375,491.8599853515625,494.25,66008300
2013-07-31,495.3599853515625,496.44000244140625,493.4599914550781,493.4599914550781,64528500
2013-08-01,497.7699890136719,497.7699890136719,493.6099853515625,495.4100036621094,89442100
2013-08-02,497.2900085449219,499.45001220703125,495.6600036621094,497.79998779296875,114725500
2013-08-05,497.17999267578125,499.8900146484375,496.4700012207031,497.260009765625,95824000
2013-08-06,494.0299987792969,497.2300109863281,493.5,497.17999267578125,94680700
2013-08-07,494.57000732421875,495.3999938964844,491.3800048828125,494.0799865722656,142769900
2013-08-08,499.4599914550781,499.6000061035156,494.44000244140625,494.5400085449219,94499800
2013-08-09,500.510009765625,502.2300109863281,499.489990234375,499.54998779296875,81687000
2013-08-12,500.07000732421875,502.1700134277344,498.2900085449219,500.5199890136719,72574300
2013-08-13,500.3599853515625,501.4800109863281,499.6099853515625,500.07000732421875,77910000
2013-08-14,503.5299987792969,503.54998779296875,500.8399963378906,500.8399963378906,127918600
2013-08-15,499.79998779296875,504.010009765625,498.4200134277344,503.45001220703125,89378100
2013-08-16,501.6700134277344,501.9800109863281,499.4599914550781,499.75,85240200
2013-08-19,503.510009765625,503.5799865722656,500.70001220703125,501.760009765625,77447300
2013-08-20,498.260009765625,503.3800048828125,497.1700134277344,503.3500061035156,109129900
2013-08-21,498.25,499.79998779296875,497.3800048828125,498.45001220703125,124770900
2013-08-22,502.1000061035156,502.70001220703125,497.3900146484375,498.25,136940800
2013-08-23,501.239990234375,502.55999755859375,500.54998779296875,502.1400146484375,146866400
2013-08-26,500.79998779296875,503.3599853515625,499.57000732421875,501.239990234375,64047400
2013-08-27,496.7799987792969,500.79998779296875,495.989990234375,500.79998779296875,114419200
2013-08-28,500.44000244140625,500.82000732421875,495.32000732421875,496.6700134277344,123687800
2013-08-29,502.010009765625,502.8999938964844,500.0,500.44000244140625,80769100
2013-08-30,496.7799987792969,502.9100036621094,496.70001220703125,501.9700012207031,66378200
2013-09-02,502.9700012207031,503.5799865722656,496.7699890136719,496.7799987792969,0
2013-09-03,503.3800048828125,504.67999267578125,501.19000244140625,502.9700012207031,77375400
2013-09-04,503.1199951171875,503.80999755859375,500.8399963378906,503.4100036621094,67531200
2013-09-05,503.04998779296875,503.6499938964844,500.7799987792969,503.1600036621094,93808700
2013-09-06,502.79998779296875,504.2200012207031,500.8999938964844,502.8800048828125,103325900
2013-09-09,503.3999938964844,504.760009765625,502.3399963378906,502.80999755859375,73235600
2013-09-10,505.0,506.4599914550781,503.4200134277344,503.4200134277344,96415500
2013-09-11,508.07000732421875,508.70001220703125,504.3399963378906,504.760009765625,147617600
2013-09-12,505.7300109863281,508.1000061035156,505.7300109863281,508.0899963378906,96783900
2013-09-13,506.3800048828125,507.0299987792969,504.8800048828125,505.7300109863281,84769400
2013-09-16,506.54998779296875,509.0799865722656,505.2300109863281,506.4100036621094,111538400
2013-09-17,505.9599914550781,506.45001220703125,503.6000061035156,505.9800109863281,105663700
2013-09-18,506.32000732421875,507.25,504.6099853515625,506.0,98872900
